Claim_ID,Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type
CLM0013615,C0348723,V0348723,10000.0,2025-05-07,1
CLM0013616,C0348724,V0348724,10000.0,2025-05-07,1
CLM0013617,C0348729,V0348729,10000.0,2025-05-07,1
CLM0013618,C0348731,V0348731,10000.0,2025-05-07,1
CLM0013619,C0348732,V0348732,10000.0,2025-05-07,1
CLM0013620,C0348733,V0348733,10000.0,2025-05-07,1
CLM0013621,C0348736,V0348736,10000.0,2025-05-07,1
CLM0013622,C0348737,V0348737,10000.0,2025-05-07,1
CLM0013623,C0348738,V0348738,10000.0,2025-05-07,1
CLM0013624,C0348744,V0348744,10000.0,2025-05-07,1
CLM0013625,C0348745,V0348745,10000.0,2025-05-07,1
CLM0013626,C0348749,V0348749,10000.0,2025-05-07,1
CLM0013627,C0348751,V0348751,10000.0,2025-05-07,1
CLM0013628,C0348752,V0348752,10000.0,2025-05-07,1
CLM0013629,C0348754,V0348754,10000.0,2025-05-07,1
CLM0013630,C0348755,V0348755,10000.0,2025-05-07,1
CLM0013631,C0348756,V0348756,10000.0,2025-05-07,1
CLM0013632,C0348757,V0348757,10000.0,2025-05-07,1
CLM0013633,C0348758,V0348758,10000.0,2025-05-07,1
CLM0013634,C0348759,V0348759,10000.0,2025-05-07,1
CLM0013635,C0348764,V0348764,10000.0,2025-05-07,1
CLM0013636,C0348765,V0348765,10000.0,2025-05-07,1
CLM0013637,C0348768,V0348768,10000.0,2025-05-07,1
CLM0013638,C0348771,V0348771,10000.0,2025-05-07,1
CLM0013639,C0348775,V0348775,10000.0,2025-05-07,1
CLM0013640,C0348776,V0348776,10000.0,2025-05-07,1
CLM0013641,C0348778,V0348778,10000.0,2025-05-07,1
CLM0013642,C0348779,V0348779,10000.0,2025-05-07,1
CLM0013643,C0348781,V0348781,10000.0,2025-05-07,1
CLM0013644,C0348790,V0348790,10000.0,2025-05-07,1
CLM0013645,C0348791,V0348791,10000.0,2025-05-07,1
CLM0013646,C0348792,V0348792,10000.0,2025-05-07,1
CLM0013647,C0348795,V0348795,10000.0,2025-05-07,1
CLM0013648,C0348796,V0348796,10000.0,2025-05-07,1
CLM0013649,C0348801,V0348801,10000.0,2025-05-07,1
CLM0013650,C0348803,V0348803,10000.0,2025-05-07,1
CLM0013651,C0348811,V0348811,10000.0,2025-05-07,1
CLM0013652,C0348813,V0348813,10000.0,2025-05-07,1
CLM0013653,C0348820,V0348820,10000.0,2025-05-07,1
CLM0013654,C0348826,V0348826,10000.0,2025-05-07,1
CLM0013655,C0348833,V0348833,10000.0,2025-05-07,1
CLM0013656,C0348834,V0348834,10000.0,2025-05-07,1
CLM0013657,C0348836,V0348836,10000.0,2025-05-07,1
CLM0013658,C0348837,V0348837,10000.0,2025-05-07,1
CLM0013659,C0348842,V0348842,10000.0,2025-05-07,1
CLM0013660,C0348843,V0348843,10000.0,2025-05-07,1
CLM0013661,C0348847,V0348847,10000.0,2025-05-07,1
CLM0013662,C0348850,V0348850,10000.0,2025-05-07,1
CLM0013663,C0348851,V0348851,10000.0,2025-05-07,1
CLM0013664,C0348853,V0348853,10000.0,2025-05-07,1
CLM0013665,C0348855,V0348855,10000.0,2025-05-07,1
CLM0013666,C0348856,V0348856,10000.0,2025-05-07,1
CLM0013667,C0348858,V0348858,10000.0,2025-05-07,1
CLM0013668,C0348859,V0348859,10000.0,2025-05-07,1
CLM0013669,C0348861,V0348861,10000.0,2025-05-07,1
CLM0013670,C0348864,V0348864,10000.0,2025-05-07,1
CLM0013671,C0348865,V0348865,10000.0,2025-05-07,1
CLM0013672,C0348870,V0348870,10000.0,2025-05-07,1
CLM0013673,C0348873,V0348873,10000.0,2025-05-07,1
CLM0013674,C0348874,V0348874,10000.0,2025-05-07,1
CLM0013675,C0348877,V0348877,10000.0,2025-05-07,1
CLM0013676,C0348879,V0348879,10000.0,2025-05-07,1
CLM0013677,C0348881,V0348881,10000.0,2025-05-07,1
CLM0013678,C0348887,V0348887,10000.0,2025-05-07,1
CLM0013679,C0348888,V0348888,10000.0,2025-05-07,1
CLM0013680,C0348892,V0348892,10000.0,2025-05-07,1
CLM0013681,C0348894,V0348894,10000.0,2025-05-07,1
CLM0013682,C0348896,V0348896,10000.0,2025-05-07,1
CLM0013683,C0348898,V0348898,10000.0,2025-05-07,1
CLM0013684,C0348903,V0348903,10000.0,2025-05-07,1
CLM0013685,C0348906,V0348906,10000.0,2025-05-07,1
CLM0013686,C0348912,V0348912,10000.0,2025-05-07,1
CLM0013687,C0348914,V0348914,10000.0,2025-05-07,1
CLM0013688,C0348922,V0348922,10000.0,2025-05-07,1
CLM0013689,C0348923,V0348923,10000.0,2025-05-07,1
CLM0013690,C0348930,V0348930,10000.0,2025-05-07,1
CLM0013691,C0348932,V0348932,10000.0,2025-05-07,1
CLM0013692,C0348934,V0348934,10000.0,2025-05-07,1
CLM0013693,C0348936,V0348936,10000.0,2025-05-07,1
CLM0013694,C0348937,V0348937,10000.0,2025-05-07,1
CLM0013695,C0348939,V0348939,10000.0,2025-05-07,1
CLM0013696,C0348945,V0348945,10000.0,2025-05-07,1
CLM0013697,C0348948,V0348948,10000.0,2025-05-07,1
CLM0013698,C0348949,V0348949,10000.0,2025-05-07,1
CLM0013699,C0348957,V0348957,10000.0,2025-05-07,1
CLM0013700,C0348958,V0348958,10000.0,2025-05-07,1
CLM0013701,C0348963,V0348963,10000.0,2025-05-07,1
CLM0013702,C0348964,V0348964,10000.0,2025-05-07,1
CLM0013703,C0348966,V0348966,10000.0,2025-05-07,1
CLM0013704,C0348967,V0348967,10000.0,2025-05-07,1
CLM0013705,C0348973,V0348973,10000.0,2025-05-07,1
CLM0013706,C0348976,V0348976,10000.0,2025-05-07,1
CLM0013707,C0348989,V0348989,10000.0,2025-05-07,1
CLM0013708,C0348993,V0348993,10000.0,2025-05-07,1
CLM0013709,C0349000,V0349000,10000.0,2025-05-07,1
CLM0013710,C0349008,V0349008,10000.0,2025-05-07,1
CLM0013711,C0349012,V0349012,10000.0,2025-05-07,1
CLM0013712,C0349016,V0349016,10000.0,2025-05-07,1
CLM0013713,C0349026,V0349026,10000.0,2025-05-07,1
CLM0013714,C0349027,V0349027,10000.0,2025-05-07,1
CLM0013715,C0349029,V0349029,10000.0,2025-05-07,1
CLM0013716,C0349030,V0349030,10000.0,2025-05-07,1
CLM0013717,C0349032,V0349032,10000.0,2025-05-07,1
CLM0013718,C0349036,V0349036,10000.0,2025-05-07,1
CLM0013719,C0349038,V0349038,10000.0,2025-05-07,1
CLM0013720,C0349042,V0349042,10000.0,2025-05-07,1
CLM0013721,C0349043,V0349043,10000.0,2025-05-07,1
CLM0013722,C0349049,V0349049,10000.0,2025-05-07,1
CLM0013723,C0349054,V0349054,10000.0,2025-05-07,1
CLM0013724,C0349057,V0349057,10000.0,2025-05-07,1
CLM0013725,C0349058,V0349058,10000.0,2025-05-07,1
CLM0013726,C0349061,V0349061,10000.0,2025-05-07,1
CLM0013727,C0349062,V0349062,10000.0,2025-05-07,1
CLM0013728,C0349064,V0349064,10000.0,2025-05-07,1
CLM0013729,C0349065,V0349065,10000.0,2025-05-07,1
CLM0013730,C0349067,V0349067,10000.0,2025-05-07,1
CLM0013731,C0349073,V0349073,10000.0,2025-05-07,1
CLM0013732,C0349080,V0349080,10000.0,2025-05-07,1
CLM0013733,C0349081,V0349081,10000.0,2025-05-07,1
CLM0013734,C0349083,V0349083,10000.0,2025-05-07,1
CLM0013735,C0349092,V0349092,10000.0,2025-05-07,1
CLM0013736,C0349101,V0349101,10000.0,2025-05-07,1
CLM0013737,C0349102,V0349102,10000.0,2025-05-07,1
CLM0013738,C0349109,V0349109,10000.0,2025-05-07,1
CLM0013739,C0349113,V0349113,10000.0,2025-05-07,1
CLM0013740,C0349115,V0349115,10000.0,2025-05-07,1
CLM0013741,C0349119,V0349119,10000.0,2025-05-07,1
CLM0013742,C0349130,V0349130,10000.0,2025-05-07,1
CLM0013743,C0349131,V0349131,10000.0,2025-05-07,1
CLM0013744,C0349136,V0349136,10000.0,2025-05-07,1
CLM0013745,C0349140,V0349140,10000.0,2025-05-07,1
CLM0013746,C0349151,V0349151,10000.0,2025-05-07,1
CLM0013747,C0349152,V0349152,10000.0,2025-05-07,1
CLM0013748,C0349157,V0349157,10000.0,2025-05-07,1
CLM0013749,C0349158,V0349158,10000.0,2025-05-07,1
CLM0013750,C0349160,V0349160,10000.0,2025-05-07,1
CLM0013751,C0349165,V0349165,10000.0,2025-05-07,1
CLM0013752,C0349169,V0349169,10000.0,2025-05-07,1
CLM0013753,C0349172,V0349172,10000.0,2025-05-07,1
CLM0013754,C0349173,V0349173,10000.0,2025-05-07,1
CLM0013755,C0349175,V0349175,10000.0,2025-05-07,1
CLM0013756,C0349185,V0349185,10000.0,2025-05-07,1
CLM0013757,C0349193,V0349193,10000.0,2025-05-07,1
CLM0013758,C0349195,V0349195,10000.0,2025-05-07,1
CLM0013759,C0349196,V0349196,10000.0,2025-05-07,1
CLM0013760,C0349197,V0349197,10000.0,2025-05-07,1
CLM0013761,C0349198,V0349198,10000.0,2025-05-07,1
CLM0013762,C0349202,V0349202,10000.0,2025-05-07,1
CLM0013763,C0349203,V0349203,10000.0,2025-05-07,1
CLM0013764,C0349207,V0349207,10000.0,2025-05-07,1
CLM0013765,C0349208,V0349208,10000.0,2025-05-07,1
CLM0013766,C0349209,V0349209,10000.0,2025-05-07,1
CLM0013767,C0349210,V0349210,10000.0,2025-05-07,1
CLM0013768,C0349213,V0349213,10000.0,2025-05-07,1
CLM0013769,C0349217,V0349217,10000.0,2025-05-07,1
CLM0013770,C0349222,V0349222,10000.0,2025-05-07,1
CLM0013771,C0349225,V0349225,10000.0,2025-05-07,1
CLM0013772,C0349231,V0349231,10000.0,2025-05-07,1
CLM0013773,C0349240,V0349240,10000.0,2025-05-07,1
CLM0013774,C0349242,V0349242,10000.0,2025-05-07,1
CLM0013775,C0349243,V0349243,10000.0,2025-05-07,1
CLM0013776,C0349248,V0349248,10000.0,2025-05-07,1
CLM0013777,C0349253,V0349253,10000.0,2025-05-07,1
CLM0013778,C0349255,V0349255,10000.0,2025-05-07,1
CLM0013779,C0349256,V0349256,10000.0,2025-05-07,1
CLM0013780,C0349262,V0349262,10000.0,2025-05-07,1
CLM0013781,C0349263,V0349263,10000.0,2025-05-07,1
CLM0013782,C0349264,V0349264,10000.0,2025-05-07,1
CLM0013783,C0349268,V0349268,10000.0,2025-05-07,1
CLM0013784,C0349269,V0349269,10000.0,2025-05-07,1
CLM0013785,C0349272,V0349272,10000.0,2025-05-07,1
CLM0013786,C0349275,V0349275,10000.0,2025-05-07,1
CLM0013787,C0349276,V0349276,10000.0,2025-05-07,1
CLM0013788,C0349280,V0349280,10000.0,2025-05-07,1
CLM0013789,C0349282,V0349282,10000.0,2025-05-07,1
CLM0013790,C0349283,V0349283,10000.0,2025-05-07,1
CLM0013791,C0349284,V0349284,10000.0,2025-05-07,1
CLM0013792,C0349287,V0349287,10000.0,2025-05-07,1
CLM0013793,C0349290,V0349290,10000.0,2025-05-07,1
CLM0013794,C0349296,V0349296,10000.0,2025-05-07,1
CLM0013795,C0349298,V0349298,10000.0,2025-05-07,1
CLM0013796,C0349301,V0349301,10000.0,2025-05-07,1
CLM0013797,C0349307,V0349307,10000.0,2025-05-07,1
CLM0013798,C0349309,V0349309,10000.0,2025-05-07,1
CLM0013799,C0349310,V0349310,10000.0,2025-05-07,1
CLM0013800,C0349323,V0349323,10000.0,2025-05-07,1
CLM0013801,C0349325,V0349325,10000.0,2025-05-07,1
CLM0013802,C0349326,V0349326,10000.0,2025-05-07,1
CLM0013803,C0349331,V0349331,10000.0,2025-05-07,1
CLM0013804,C0349332,V0349332,10000.0,2025-05-07,1
CLM0013805,C0349334,V0349334,10000.0,2025-05-07,1
CLM0013806,C0349337,V0349337,10000.0,2025-05-07,1
CLM0013807,C0349338,V0349338,10000.0,2025-05-07,1
CLM0013808,C0349341,V0349341,10000.0,2025-05-07,1
CLM0013809,C0349342,V0349342,10000.0,2025-05-07,1
CLM0013810,C0349349,V0349349,10000.0,2025-05-07,1
CLM0013811,C0349352,V0349352,10000.0,2025-05-07,1
CLM0013812,C0349353,V0349353,10000.0,2025-05-07,1
CLM0013813,C0349354,V0349354,10000.0,2025-05-07,1
CLM0013814,C0349357,V0349357,10000.0,2025-05-07,1
CLM0013815,C0349366,V0349366,10000.0,2025-05-07,1
CLM0013816,C0349368,V0349368,10000.0,2025-05-07,1
CLM0013817,C0349370,V0349370,10000.0,2025-05-07,1
CLM0013818,C0349371,V0349371,10000.0,2025-05-07,1
CLM0013819,C0349372,V0349372,10000.0,2025-05-07,1
CLM0013820,C0349374,V0349374,10000.0,2025-05-07,1
CLM0013821,C0349376,V0349376,10000.0,2025-05-07,1
CLM0013822,C0349381,V0349381,10000.0,2025-05-07,1
CLM0013823,C0349382,V0349382,10000.0,2025-05-07,1
CLM0013824,C0349391,V0349391,10000.0,2025-05-07,1
CLM0013825,C0349393,V0349393,10000.0,2025-05-07,1
CLM0013826,C0349395,V0349395,10000.0,2025-05-07,1
CLM0013827,C0349398,V0349398,10000.0,2025-05-07,1
CLM0013828,C0349399,V0349399,10000.0,2025-05-07,1
CLM0013829,C0349400,V0349400,10000.0,2025-05-07,1
CLM0013830,C0349401,V0349401,10000.0,2025-05-07,1
CLM0013831,C0349402,V0349402,10000.0,2025-05-07,1
CLM0013832,C0349408,V0349408,10000.0,2025-05-07,1
CLM0013833,C0349411,V0349411,10000.0,2025-05-07,1
CLM0013834,C0349413,V0349413,10000.0,2025-05-07,1
CLM0013835,C0349414,V0349414,10000.0,2025-05-07,1
CLM0013836,C0349415,V0349415,10000.0,2025-05-07,1
CLM0013837,C0349428,V0349428,10000.0,2025-05-07,1
CLM0013838,C0349430,V0349430,10000.0,2025-05-07,1
CLM0013839,C0349433,V0349433,10000.0,2025-05-07,1
CLM0013840,C0349437,V0349437,10000.0,2025-05-07,1
CLM0013841,C0349438,V0349438,10000.0,2025-05-07,1
CLM0013842,C0349439,V0349439,10000.0,2025-05-07,1
CLM0013843,C0349440,V0349440,10000.0,2025-05-07,1
CLM0013844,C0349443,V0349443,10000.0,2025-05-07,1
CLM0013845,C0349444,V0349444,10000.0,2025-05-07,1
CLM0013846,C0349448,V0349448,10000.0,2025-05-07,1
CLM0013847,C0349450,V0349450,10000.0,2025-05-07,1
CLM0013848,C0349454,V0349454,10000.0,2025-05-07,1
CLM0013849,C0349455,V0349455,10000.0,2025-05-07,1
CLM0013850,C0349459,V0349459,10000.0,2025-05-07,1
CLM0013851,C0349463,V0349463,10000.0,2025-05-07,1
CLM0013852,C0349465,V0349465,10000.0,2025-05-07,1
CLM0013853,C0349469,V0349469,10000.0,2025-05-07,1
CLM0013854,C0349470,V0349470,10000.0,2025-05-07,1
CLM0013855,C0349473,V0349473,10000.0,2025-05-07,1
CLM0013856,C0349478,V0349478,10000.0,2025-05-07,1
CLM0013857,C0349484,V0349484,10000.0,2025-05-07,1
CLM0013858,C0349487,V0349487,10000.0,2025-05-07,1
CLM0013859,C0349491,V0349491,10000.0,2025-05-07,1
CLM0013860,C0349492,V0349492,10000.0,2025-05-07,1
CLM0013861,C0349495,V0349495,10000.0,2025-05-07,1
CLM0013862,C0349497,V0349497,10000.0,2025-05-07,1
CLM0013863,C0349499,V0349499,10000.0,2025-05-07,1
CLM0013864,C0349512,V0349512,10000.0,2025-05-07,1
CLM0013865,C0349522,V0349522,10000.0,2025-05-07,1
CLM0013866,C0349523,V0349523,10000.0,2025-05-07,1
CLM0013867,C0349530,V0349530,10000.0,2025-05-07,1
CLM0013868,C0349534,V0349534,10000.0,2025-05-07,1
CLM0013869,C0349537,V0349537,10000.0,2025-05-07,1
CLM0013870,C0349538,V0349538,10000.0,2025-05-07,1
CLM0013871,C0349540,V0349540,10000.0,2025-05-07,1
CLM0013872,C0349541,V0349541,10000.0,2025-05-07,1
CLM0013873,C0349543,V0349543,10000.0,2025-05-07,1
CLM0013874,C0349544,V0349544,10000.0,2025-05-07,1
CLM0013875,C0349546,V0349546,10000.0,2025-05-07,1
CLM0013876,C0349549,V0349549,10000.0,2025-05-07,1
CLM0013877,C0349551,V0349551,10000.0,2025-05-07,1
CLM0013878,C0349552,V0349552,10000.0,2025-05-07,1
CLM0013879,C0349554,V0349554,10000.0,2025-05-07,1
CLM0013880,C0349567,V0349567,10000.0,2025-05-07,1
CLM0013881,C0349569,V0349569,10000.0,2025-05-07,1
CLM0013882,C0349570,V0349570,10000.0,2025-05-07,1
CLM0013883,C0349571,V0349571,10000.0,2025-05-07,1
CLM0013884,C0349579,V0349579,10000.0,2025-05-07,1
CLM0013885,C0349583,V0349583,10000.0,2025-05-07,1
CLM0013886,C0349585,V0349585,10000.0,2025-05-07,1
CLM0013887,C0349586,V0349586,10000.0,2025-05-07,1
CLM0013888,C0349592,V0349592,10000.0,2025-05-07,1
CLM0013889,C0349597,V0349597,10000.0,2025-05-07,1
CLM0013890,C0349603,V0349603,10000.0,2025-05-07,1
CLM0013891,C0349610,V0349610,10000.0,2025-05-07,1
CLM0013892,C0349614,V0349614,10000.0,2025-05-07,1
CLM0013893,C0349616,V0349616,10000.0,2025-05-07,1
CLM0013894,C0349618,V0349618,10000.0,2025-05-07,1
CLM0013895,C0349619,V0349619,10000.0,2025-05-07,1
CLM0013896,C0349620,V0349620,10000.0,2025-05-07,1
CLM0013897,C0349628,V0349628,10000.0,2025-05-07,1
CLM0013898,C0349629,V0349629,10000.0,2025-05-07,1
CLM0013899,C0349631,V0349631,10000.0,2025-05-07,1
CLM0013900,C0349633,V0349633,10000.0,2025-05-07,1
CLM0013901,C0349635,V0349635,10000.0,2025-05-07,1
CLM0013902,C0349637,V0349637,10000.0,2025-05-07,1
CLM0013903,C0349641,V0349641,10000.0,2025-05-07,1
CLM0013904,C0349644,V0349644,10000.0,2025-05-07,1
CLM0013905,C0349646,V0349646,10000.0,2025-05-07,1
CLM0013906,C0349647,V0349647,10000.0,2025-05-07,1
CLM0013907,C0349649,V0349649,10000.0,2025-05-07,1
CLM0013908,C0349651,V0349651,10000.0,2025-05-07,1
CLM0013909,C0349655,V0349655,10000.0,2025-05-07,1
CLM0013910,C0349656,V0349656,10000.0,2025-05-07,1
CLM0013911,C0349658,V0349658,10000.0,2025-05-07,1
CLM0013912,C0349661,V0349661,10000.0,2025-05-07,1
CLM0013913,C0349667,V0349667,10000.0,2025-05-07,1
CLM0013914,C0349668,V0349668,10000.0,2025-05-07,1
CLM0013915,C0349675,V0349675,10000.0,2025-05-07,1
CLM0013916,C0349679,V0349679,10000.0,2025-05-07,1
CLM0013917,C0349680,V0349680,10000.0,2025-05-07,1
CLM0013918,C0349685,V0349685,10000.0,2025-05-07,1
CLM0013919,C0349694,V0349694,10000.0,2025-05-07,1
CLM0013920,C0349701,V0349701,10000.0,2025-05-07,1
CLM0013921,C0349710,V0349710,10000.0,2025-05-07,1
CLM0013922,C0349711,V0349711,10000.0,2025-05-07,1
CLM0013923,C0349718,V0349718,10000.0,2025-05-07,1
CLM0013924,C0349719,V0349719,10000.0,2025-05-07,1
CLM0013925,C0349722,V0349722,10000.0,2025-05-07,1
CLM0013926,C0349725,V0349725,10000.0,2025-05-07,1
CLM0013927,C0349728,V0349728,10000.0,2025-05-07,1
CLM0013928,C0349731,V0349731,10000.0,2025-05-07,1
CLM0013929,C0349733,V0349733,10000.0,2025-05-07,1
CLM0013930,C0349735,V0349735,10000.0,2025-05-07,1
CLM0013931,C0349737,V0349737,10000.0,2025-05-07,1
CLM0013932,C0349739,V0349739,10000.0,2025-05-07,1
CLM0013933,C0349742,V0349742,10000.0,2025-05-07,1
CLM0013934,C0349747,V0349747,10000.0,2025-05-07,1
CLM0013935,C0349749,V0349749,10000.0,2025-05-07,1
CLM0013936,C0349756,V0349756,10000.0,2025-05-07,1
CLM0013937,C0349757,V0349757,10000.0,2025-05-07,1
CLM0013938,C0349758,V0349758,10000.0,2025-05-07,1
CLM0013939,C0349759,V0349759,10000.0,2025-05-07,1
CLM0013940,C0349760,V0349760,10000.0,2025-05-07,1
CLM0013941,C0349765,V0349765,10000.0,2025-05-07,1
CLM0013942,C0349769,V0349769,10000.0,2025-05-07,1
CLM0013943,C0349771,V0349771,10000.0,2025-05-07,1
CLM0013944,C0349772,V0349772,10000.0,2025-05-07,1
CLM0013945,C0349775,V0349775,10000.0,2025-05-07,1
CLM0013946,C0349779,V0349779,10000.0,2025-05-07,1
CLM0013947,C0349780,V0349780,10000.0,2025-05-07,1
CLM0013948,C0349783,V0349783,10000.0,2025-05-07,1
CLM0013949,C0366177,V0366177,10000.0,2025-05-14,1
CLM0013950,C0366178,V0366178,10000.0,2025-05-14,1
CLM0013951,C0366180,V0366180,10000.0,2025-05-14,1
CLM0013952,C0366183,V0366183,10000.0,2025-05-14,1
CLM0013953,C0366190,V0366190,10000.0,2025-05-14,1
CLM0013954,C0366193,V0366193,10000.0,2025-05-14,1
CLM0013955,C0366197,V0366197,10000.0,2025-05-14,1
CLM0013956,C0366203,V0366203,10000.0,2025-05-14,1
CLM0013957,C0366205,V0366205,10000.0,2025-05-14,1
CLM0013958,C0366207,V0366207,10000.0,2025-05-14,1
CLM0013959,C0366210,V0366210,10000.0,2025-05-14,1
CLM0013960,C0366214,V0366214,10000.0,2025-05-14,1
CLM0013961,C0366219,V0366219,10000.0,2025-05-14,1
CLM0013962,C0366223,V0366223,10000.0,2025-05-14,1
CLM0013963,C0366224,V0366224,10000.0,2025-05-14,1
CLM0013964,C0366226,V0366226,10000.0,2025-05-14,1
CLM0013965,C0366230,V0366230,10000.0,2025-05-14,1
CLM0013966,C0366231,V0366231,10000.0,2025-05-14,1
CLM0013967,C0366233,V0366233,10000.0,2025-05-14,1
CLM0013968,C0366234,V0366234,10000.0,2025-05-14,1
CLM0013969,C0366240,V0366240,10000.0,2025-05-14,1
CLM0013970,C0366247,V0366247,10000.0,2025-05-14,1
CLM0013971,C0366250,V0366250,10000.0,2025-05-14,1
CLM0013972,C0366251,V0366251,10000.0,2025-05-14,1
CLM0013973,C0366252,V0366252,10000.0,2025-05-14,1
CLM0013974,C0366253,V0366253,10000.0,2025-05-14,1
CLM0013975,C0366255,V0366255,10000.0,2025-05-14,1
CLM0013976,C0366261,V0366261,10000.0,2025-05-14,1
CLM0013977,C0366262,V0366262,10000.0,2025-05-14,1
CLM0013978,C0366270,V0366270,10000.0,2025-05-14,1
CLM0013979,C0366273,V0366273,10000.0,2025-05-14,1
CLM0013980,C0366274,V0366274,10000.0,2025-05-14,1
CLM0013981,C0366275,V0366275,10000.0,2025-05-14,1
CLM0013982,C0366276,V0366276,10000.0,2025-05-14,1
CLM0013983,C0366277,V0366277,10000.0,2025-05-14,1
CLM0013984,C0366282,V0366282,10000.0,2025-05-14,1
CLM0013985,C0366283,V0366283,10000.0,2025-05-14,1
CLM0013986,C0366284,V0366284,10000.0,2025-05-14,1
CLM0013987,C0366286,V0366286,10000.0,2025-05-14,1
CLM0013988,C0366288,V0366288,10000.0,2025-05-14,1
CLM0013989,C0366289,V0366289,10000.0,2025-05-14,1
CLM0013990,C0366290,V0366290,10000.0,2025-05-14,1
CLM0013991,C0366292,V0366292,10000.0,2025-05-14,1
CLM0013992,C0366293,V0366293,10000.0,2025-05-14,1
CLM0013993,C0366299,V0366299,10000.0,2025-05-14,1
CLM0013994,C0366306,V0366306,10000.0,2025-05-14,1
CLM0013995,C0366314,V0366314,10000.0,2025-05-14,1
CLM0013996,C0366317,V0366317,10000.0,2025-05-14,1
CLM0013997,C0366322,V0366322,10000.0,2025-05-14,1
CLM0013998,C0366327,V0366327,10000.0,2025-05-14,1
CLM0013999,C0366333,V0366333,10000.0,2025-05-14,1
CLM0014000,C0366339,V0366339,10000.0,2025-05-14,1
CLM0014001,C0366340,V0366340,10000.0,2025-05-14,1
CLM0014002,C0366341,V0366341,10000.0,2025-05-14,1
CLM0014003,C0366346,V0366346,10000.0,2025-05-14,1
CLM0014004,C0366350,V0366350,10000.0,2025-05-14,1
CLM0014005,C0366352,V0366352,10000.0,2025-05-14,1
CLM0014006,C0366353,V0366353,10000.0,2025-05-14,1
CLM0014007,C0366360,V0366360,10000.0,2025-05-14,1
CLM0014008,C0366362,V0366362,10000.0,2025-05-14,1
CLM0014009,C0366364,V0366364,10000.0,2025-05-14,1
CLM0014010,C0366366,V0366366,10000.0,2025-05-14,1
CLM0014011,C0366367,V0366367,10000.0,2025-05-14,1
CLM0014012,C0366371,V0366371,10000.0,2025-05-14,1
CLM0014013,C0366372,V0366372,10000.0,2025-05-14,1
CLM0014014,C0366381,V0366381,10000.0,2025-05-14,1
CLM0014015,C0366386,V0366386,10000.0,2025-05-14,1
CLM0014016,C0366387,V0366387,10000.0,2025-05-14,1
CLM0014017,C0366388,V0366388,10000.0,2025-05-14,1
CLM0014018,C0366391,V0366391,10000.0,2025-05-14,1
CLM0014019,C0366392,V0366392,10000.0,2025-05-14,1
CLM0014020,C0366393,V0366393,10000.0,2025-05-14,1
CLM0014021,C0366394,V0366394,10000.0,2025-05-14,1
CLM0014022,C0366396,V0366396,10000.0,2025-05-14,1
CLM0014023,C0366399,V0366399,10000.0,2025-05-14,1
CLM0014024,C0366402,V0366402,10000.0,2025-05-14,1
CLM0014025,C0366404,V0366404,10000.0,2025-05-14,1
CLM0014026,C0366405,V0366405,10000.0,2025-05-14,1
CLM0014027,C0366406,V0366406,10000.0,2025-05-14,1
CLM0014028,C0366411,V0366411,10000.0,2025-05-14,1
CLM0014029,C0366419,V0366419,10000.0,2025-05-14,1
CLM0014030,C0366420,V0366420,10000.0,2025-05-14,1
CLM0014031,C0366421,V0366421,10000.0,2025-05-14,1
CLM0014032,C0366422,V0366422,10000.0,2025-05-14,1
CLM0014033,C0366424,V0366424,10000.0,2025-05-14,1
CLM0014034,C0366428,V0366428,10000.0,2025-05-14,1
CLM0014035,C0366429,V0366429,10000.0,2025-05-14,1
CLM0014036,C0366430,V0366430,10000.0,2025-05-14,1
CLM0014037,C0366436,V0366436,10000.0,2025-05-14,1
CLM0014038,C0366439,V0366439,10000.0,2025-05-14,1
CLM0014039,C0366453,V0366453,10000.0,2025-05-14,1
CLM0014040,C0366454,V0366454,10000.0,2025-05-14,1
CLM0014041,C0366455,V0366455,10000.0,2025-05-14,1
CLM0014042,C0366457,V0366457,10000.0,2025-05-14,1
CLM0014043,C0366458,V0366458,10000.0,2025-05-14,1
CLM0014044,C0366459,V0366459,10000.0,2025-05-14,1
CLM0014045,C0366461,V0366461,10000.0,2025-05-14,1
CLM0014046,C0366466,V0366466,10000.0,2025-05-14,1
CLM0014047,C0366469,V0366469,10000.0,2025-05-14,1
CLM0014048,C0366473,V0366473,10000.0,2025-05-14,1
CLM0014049,C0366479,V0366479,10000.0,2025-05-14,1
CLM0014050,C0366482,V0366482,10000.0,2025-05-14,1
CLM0014051,C0366483,V0366483,10000.0,2025-05-14,1
CLM0014052,C0366484,V0366484,10000.0,2025-05-14,1
CLM0014053,C0366485,V0366485,10000.0,2025-05-14,1
CLM0014054,C0366486,V0366486,10000.0,2025-05-14,1
CLM0014055,C0366489,V0366489,10000.0,2025-05-14,1
CLM0014056,C0366492,V0366492,10000.0,2025-05-14,1
CLM0014057,C0366493,V0366493,10000.0,2025-05-14,1
CLM0014058,C0366494,V0366494,10000.0,2025-05-14,1
CLM0014059,C0366497,V0366497,10000.0,2025-05-14,1
CLM0014060,C0366498,V0366498,10000.0,2025-05-14,1
CLM0014061,C0366503,V0366503,10000.0,2025-05-14,1
CLM0014062,C0366509,V0366509,10000.0,2025-05-14,1
CLM0014063,C0366510,V0366510,10000.0,2025-05-14,1
CLM0014064,C0366513,V0366513,10000.0,2025-05-14,1
